VesselID,VesselType,Lpp_m,Beam_m,Draft_m,Depth_m,Displacement_t,CB,CP,CM,CW,ServiceSpeed_ms,DWT_t,EngineType,YearBuilt,Source,DataQuality,HullGeometryFile,ResistanceCurve
TAN_0315,Tanker,257.08,35.2,17.49,26.12,83899.3,0.589,0.655,0.96,0.607,6.31,328735.0,Diesel,1986,SIMMAN,Calculated from geometry,STL,
FER_0316,Ferry,131.41,22.74,5.62,8.35,8751.4,0.579,0.59,0.98,0.792,11.486,1366.0,Diesel-electric,2003,SIMMAN,Estimated,None,
FIS_0317,Fishing,38.86,4.01,4.37,4.27,321.1,0.524,0.476,0.979,0.848,5.344,723.0,Hybrid,2012,SIMMAN,Design spec,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [13486, 15091, 16697, 18302, 19908, 21513, 23119]}"
OFF_0318,Offshore supply,103.6,14.16,4.13,7.05,3157.1,0.579,0.542,0.949,0.614,8.039,1236.0,Diesel-electric,1972,ShipD (MIT),Calculated from geometry,Parametric (NURBS),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [132598, 148383, 164169, 179954, 195740, 211525, 227311]}"
BUL_0319,Bulk carrier,126.68,48.16,14.22,20.78,54655.6,0.7,0.727,0.857,0.671,6.991,15103.0,Electric,1983,SIMMAN,Model tests,IGES,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [2295535, 2568813, 2842091, 3115369, 3388647, 3661925, 3935203]}"
CON_0320,Container,208.28,49.23,15.01,30.91,106380.5,0.768,0.726,0.943,0.769,11.631,168546.0,Diesel-electric,1974,MARIN paper,Model tests,Mesh available (OBJ),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [4467981, 4999883, 5531785, 6063688, 6595590, 7127493, 7659396]}"
CRU_0321,Cruise ship,261.65,29.58,8.32,23.73,40567.9,0.7,0.673,0.962,0.733,9.477,20965.0,Electric,1992,SIMMAN,Calculated from geometry,Mesh available (OBJ),
TAN_0322,Tanker,330.19,46.4,16.58,26.44,151801.8,0.664,0.692,0.99,0.889,6.842,448614.0,Gas Turbine,2024,SIMMAN,Calculated from geometry,None,
OTH_0323,Other,87.4,29.55,8.44,17.86,14674.2,0.748,0.745,0.918,0.907,4.117,3514.0,Hybrid,1988,ShipD (MIT),Measured,Parametric (NURBS),
FER_0324,Ferry,50.99,35.59,3.68,6.52,4561.9,0.759,0.832,0.973,0.894,9.33,4608.0,Diesel-electric,2006,ShipD (MIT),Model tests,IGES,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [191599, 214409, 237218, 260028, 282837, 305647, 328456]}"
NAV_0325,Naval combatant,107.17,14.65,9.34,10.5,7285.2,0.552,0.541,0.936,0.782,13.98,3003.0,Nuclear,1990,DSYHS (Delft),Calculated from geometry,STL,
BUL_0326,Bulk carrier,245.0,32.12,19.69,22.68,67077.2,0.481,0.438,0.966,0.711,7.246,172443.0,Diesel-electric,1977,Open dataset,Measured,Mesh available (OBJ),
RO-_0327,RO-RO,98.12,26.49,6.6,13.65,8970.2,0.581,0.622,0.873,0.816,10.281,58320.0,Hybrid,2018,MARIN paper,Measured,Mesh available (OBJ),
CRU_0328,Cruise ship,240.71,53.45,7.37,25.04,54617.5,0.64,0.687,0.932,0.684,10.08,15862.0,Diesel-electric,2014,DSYHS (Delft),Calculated from geometry,STL,
CRU_0329,Cruise ship,252.45,48.09,7.49,29.24,60887.4,0.744,0.726,0.861,0.849,9.926,28103.0,Diesel,1975,Open dataset,Calculated from geometry,IGES,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [2557270, 2861707, 3166144, 3470581, 3775018, 4079455, 4383892]}"
NAV_0330,Naval combatant,128.31,15.21,7.56,8.24,7595.4,0.572,0.65,0.942,0.917,15.136,3895.0,Diesel-electric,1972,DSYHS (Delft),Estimated,Parametric (NURBS),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [319006, 356983, 394960, 432937, 470914, 508891, 546868]}"
BUL_0331,Bulk carrier,143.6,20.56,23.18,30.39,49151.5,0.798,0.855,0.852,0.822,5.431,185524.0,Gas Turbine,1971,DSYHS (Delft),Measured,Parametric (NURBS),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [2064362, 2310120, 2555877, 2801635, 3047392, 3293150, 3538908]}"
CRU_0332,Cruise ship,264.75,52.01,8.37,29.35,87856.6,0.847,0.887,0.95,0.721,11.124,18169.0,Diesel-electric,1986,ShipD (MIT),Estimated,Parametric (NURBS),
OTH_0333,Other,95.96,25.92,18.99,4.8,30352.3,0.714,0.75,0.987,0.715,4.782,29284.0,Nuclear,2011,DSYHS (Delft),Calculated from geometry,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [1274796, 1426558, 1578319, 1730081, 1881842, 2033604, 2185365]}"
BUL_0334,Bulk carrier,309.81,40.78,17.55,11.94,105764.1,0.53,0.606,0.934,0.828,5.247,369685.0,Gas Turbine,1989,SIMMAN,Calculated from geometry,Parametric (NURBS),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [4442092, 4970912, 5499733, 6028553, 6557374, 7086194, 7615015]}"
CON_0335,Container,204.03,32.78,12.63,17.43,63935.9,0.841,0.856,0.972,0.8,12.299,179176.0,Diesel,2022,MARIN paper,Estimated,Parametric (NURBS),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [2685307, 3004987, 3324666, 3644346, 3964025, 4283705, 4603384]}"
TAN_0336,Tanker,222.03,38.86,10.33,28.25,52781.7,0.658,0.696,0.981,0.82,6.433,262075.0,Gas Turbine,1997,MARIN paper,Estimated,IGES,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [2216831, 2480739, 2744648, 3008556, 3272465, 3536373, 3800282]}"
FIS_0337,Fishing,23.57,13.13,4.11,6.1,607.9,0.531,0.499,0.953,0.888,8.795,435.0,Diesel-electric,2019,Open dataset,Measured,Parametric (NURBS),
NAV_0338,Naval combatant,97.46,17.33,8.32,9.84,9940.6,0.786,0.755,0.854,0.702,17.866,14495.0,Nuclear,1989,Open dataset,Estimated,Parametric (NURBS),
CRU_0339,Cruise ship,172.42,29.39,8.91,29.18,22634.1,0.557,0.581,0.885,0.674,10.674,13981.0,Nuclear,2014,DSYHS (Delft),Measured,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [950632, 1063802, 1176973, 1290143, 1403314, 1516484, 1629655]}"
OFF_0340,Offshore supply,99.84,17.24,6.41,7.46,5014.6,0.505,0.48,0.855,0.845,5.191,1765.0,Diesel-electric,1996,Open dataset,Design spec,Parametric (NURBS),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [210613, 235686, 260759, 285832, 310905, 335978, 361051]}"
BUL_0341,Bulk carrier,157.19,62.87,15.03,23.58,96918.8,0.725,0.788,0.983,0.737,7.141,247092.0,Nuclear,2022,Open dataset,Estimated,IGES,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [4070589, 4555183, 5039777, 5524371, 6008965, 6493559, 6978153]}"
OTH_0342,Other,282.96,30.74,11.42,20.32,65440.8,0.732,0.687,0.866,0.746,9.534,87784.0,Hybrid,1985,MARIN paper,Calculated from geometry,Mesh available (OBJ),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [2748513, 3075717, 3402921, 3730125, 4057329, 4384533, 4711737]}"
FIS_0343,Fishing,40.18,14.71,5.83,3.14,1941.4,0.626,0.691,0.966,0.691,4.972,301.0,Electric,1973,MARIN paper,Design spec,IGES,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [81538, 91245, 100952, 110659, 120366, 130073, 139780]}"
OFF_0344,Offshore supply,56.33,19.01,3.72,7.93,2896.8,0.808,0.829,0.909,0.704,5.221,2831.0,Diesel-electric,2015,SIMMAN,Model tests,None,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [121665, 136149, 150633, 165117, 179601, 194085, 208569]}"
NAV_0345,Naval combatant,166.09,21.07,8.78,15.18,13798.9,0.499,0.464,0.917,0.716,15.556,6993.0,Hybrid,2020,MARIN paper,Design spec,IGES,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [579553, 648548, 717542, 786537, 855531, 924526, 993520]}"
FIS_0346,Fishing,39.74,14.76,5.61,5.39,2114.5,0.714,0.684,0.98,0.657,7.779,425.0,Electric,1989,SIMMAN,Estimated,Parametric (NURBS),
BUL_0347,Bulk carrier,308.69,63.14,8.06,26.84,64330.4,0.455,0.47,0.925,0.858,6.708,202452.0,Hybrid,1983,Open dataset,Calculated from geometry,IGES,
RO-_0348,RO-RO,156.28,28.02,5.03,16.82,11121.0,0.561,0.593,0.973,0.666,7.773,5193.0,Diesel,1992,DSYHS (Delft),Model tests,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [467081, 522687, 578292, 633897, 689501, 745107, 800712]}"
OTH_0349,Other,103.56,46.42,2.41,14.26,5432.4,0.521,0.558,0.942,0.821,7.788,78741.0,Nuclear,1981,Open dataset,Measured,None,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [228160, 255322, 282484, 309646, 336808, 363970, 391132]}"
CON_0350,Container,127.94,30.57,10.32,20.72,17327.8,0.477,0.483,0.933,0.694,8.854,141977.0,Gas Turbine,1987,MARIN paper,Calculated from geometry,STL,
CRU_0351,Cruise ship,296.12,46.48,7.27,30.95,63219.0,0.702,0.78,0.923,0.82,11.182,29656.0,Nuclear,1988,MARIN paper,Estimated,None,
FIS_0352,Fishing,52.38,12.73,5.67,5.69,2208.3,0.649,0.694,0.925,0.859,8.662,240.0,Diesel-electric,1988,ShipD (MIT),Model tests,Mesh available (OBJ),
OFF_0353,Offshore supply,93.78,13.65,6.39,9.0,6257.6,0.85,0.854,0.9,0.779,7.112,265.0,Electric,1982,Public spec,Estimated,Mesh available (OBJ),
FER_0354,Ferry,95.04,24.3,6.72,4.91,8143.2,0.583,0.584,0.935,0.907,11.31,1632.0,Gas Turbine,2023,Open dataset,Calculated from geometry,IGES,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [342014, 382730, 423446, 464162, 504878, 545594, 586310]}"
CON_0355,Container,293.7,38.22,12.64,32.52,84919.2,0.665,0.659,0.968,0.732,11.669,168670.0,Hybrid,1989,Open dataset,Estimated,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [3566606, 3991202, 4415798, 4840394, 5264990, 5689586, 6114182]}"
FIS_0356,Fishing,16.22,12.08,2.99,7.5,404.9,0.768,0.727,0.872,0.869,5.86,381.0,Diesel-electric,2004,MARIN paper,Measured,IGES,
TAN_0357,Tanker,282.85,61.5,20.78,27.63,187388.0,0.576,0.53,0.912,0.759,5.878,208838.0,Diesel-electric,1989,MARIN paper,Estimated,Parametric (NURBS),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [7870295, 8807236, 9744176, 10681116, 11618055, 12554996, 13491936]}"
BUL_0358,Bulk carrier,198.59,19.76,11.23,12.04,25859.1,0.652,0.706,0.986,0.649,6.019,198554.0,Gas Turbine,2003,Public spec,Design spec,Mesh available (OBJ),
FIS_0359,Fishing,58.99,5.86,4.76,4.76,1088.5,0.735,0.753,0.851,0.898,7.65,598.0,Gas Turbine,1975,SIMMAN,Model tests,Mesh available (OBJ),
FIS_0360,Fishing,64.8,14.44,1.6,6.55,951.3,0.706,0.683,0.88,0.692,6.854,775.0,Diesel,2012,Public spec,Design spec,Parametric (NURBS),
FER_0361,Ferry,67.17,34.92,5.58,4.82,7856.9,0.667,0.688,0.891,0.902,11.137,4635.0,Diesel,1980,Public spec,Measured,None,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [329989, 369274, 408558, 447843, 487127, 526412, 565696]}"
FIS_0362,Fishing,43.84,5.82,3.62,6.05,409.0,0.492,0.449,0.914,0.657,7.182,596.0,Electric,2023,Open dataset,Calculated from geometry,STL,
NAV_0363,Naval combatant,124.37,20.17,8.28,14.71,12393.9,0.663,0.74,0.963,0.749,13.539,12567.0,Nuclear,2014,ShipD (MIT),Calculated from geometry,None,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [520543, 582513, 644482, 706452, 768421, 830391, 892360]}"
OFF_0364,Offshore supply,82.94,25.26,3.57,9.48,3722.5,0.553,0.55,0.878,0.894,6.164,5192.0,Nuclear,1990,SIMMAN,Model tests,Mesh available (OBJ),
OFF_0365,Offshore supply,57.9,18.7,6.38,6.41,3661.8,0.589,0.614,0.926,0.73,7.349,820.0,Electric,2005,ShipD (MIT),Estimated,STL,
OFF_0366,Offshore supply,78.06,17.79,5.48,7.74,5753.2,0.84,0.84,0.901,0.86,6.969,4749.0,Hybrid,1997,Public spec,Measured,Parametric (NURBS),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [241634, 270400, 299166, 327932, 356698, 385464, 414230]}"
TAN_0367,Tanker,299.03,23.74,23.82,24.35,98161.1,0.645,0.672,0.919,0.778,7.682,87516.0,Diesel,1995,MARIN paper,Model tests,STL,
RO-_0368,RO-RO,139.11,28.9,5.31,10.18,9721.7,0.506,0.531,0.963,0.859,9.539,40331.0,Hybrid,1998,Public spec,Calculated from geometry,STL,
OTH_0369,Other,145.2,14.25,17.73,11.09,25356.8,0.768,0.806,0.988,0.9,8.547,91516.0,Hybrid,1975,ShipD (MIT),Measured,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [1064985, 1191769, 1318553, 1445337, 1572121, 1698905, 1825689]}"
RO-_0370,RO-RO,217.15,33.05,5.31,17.01,28707.4,0.837,0.787,0.934,0.913,7.541,18368.0,Diesel-electric,1971,SIMMAN,Measured,IGES,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [1205710, 1349247, 1492784, 1636321, 1779858, 1923395, 2066932]}"
NAV_0371,Naval combatant,168.3,16.06,6.61,10.11,8345.3,0.519,0.487,0.933,0.87,14.715,7424.0,Electric,1988,DSYHS (Delft),Design spec,Mesh available (OBJ),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [350502, 392229, 433955, 475682, 517408, 559135, 600861]}"
BUL_0372,Bulk carrier,256.16,24.77,22.16,24.47,106298.9,0.84,0.808,0.871,0.858,7.357,358497.0,Hybrid,2014,SIMMAN,Measured,Parametric (NURBS),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [4464553, 4996048, 5527542, 6059037, 6590531, 7122026, 7653520]}"
OFF_0373,Offshore supply,85.66,19.73,4.8,6.78,3825.8,0.524,0.553,0.937,0.871,5.875,3110.0,Hybrid,1996,MARIN paper,Estimated,Mesh available (OBJ),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [160683, 179812, 198941, 218070, 237199, 256328, 275457]}"
CON_0374,Container,270.44,47.61,8.02,23.08,67471.8,0.726,0.694,0.96,0.915,12.785,157985.0,Hybrid,1999,ShipD (MIT),Measured,STL,
BUL_0375,Bulk carrier,171.5,47.64,18.62,24.71,99128.1,0.724,0.744,0.937,0.796,7.469,218662.0,Nuclear,1970,SIMMAN,Measured,IGES,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [4163380, 4659020, 5154661, 5650301, 6145942, 6641582, 7137223]}"
OTH_0376,Other,225.47,23.95,19.27,24.55,53007.2,0.566,0.521,0.988,0.84,8.603,56392.0,Electric,1973,SIMMAN,Measured,Parametric (NURBS),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [2226302, 2491338, 2756374, 3021410, 3286446, 3551482, 3816518]}"
OTH_0377,Other,34.45,49.57,16.46,19.86,14293.2,0.565,0.526,0.926,0.872,5.831,13297.0,Gas Turbine,1987,Public spec,Model tests,Mesh available (OBJ),
OTH_0378,Other,68.89,31.63,4.3,15.06,6518.5,0.773,0.757,0.955,0.755,9.05,86208.0,Diesel,1991,DSYHS (Delft),Measured,Parametric (NURBS),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [273777, 306369, 338961, 371554, 404146, 436739, 469332]}"
OFF_0379,Offshore supply,102.69,17.78,4.53,8.3,5508.5,0.74,0.712,0.937,0.869,5.312,1733.0,Diesel,2022,ShipD (MIT),Design spec,IGES,
RO-_0380,RO-RO,161.43,25.53,9.74,17.22,19617.2,0.543,0.582,0.909,0.684,8.84,27214.0,Nuclear,1988,SIMMAN,Estimated,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [823922, 922008, 1020094, 1118180, 1216266, 1314352, 1412438]}"
CON_0381,Container,129.21,40.31,10.18,31.42,33117.6,0.694,0.729,0.891,0.687,11.946,58515.0,Nuclear,2007,SIMMAN,Design spec,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [1390939, 1556527, 1722115, 1887703, 2053291, 2218879, 2384467]}"
CRU_0382,Cruise ship,259.19,49.11,9.48,24.7,49305.4,0.454,0.405,0.86,0.732,10.341,22137.0,Diesel-electric,1992,Open dataset,Estimated,None,
CRU_0383,Cruise ship,157.15,46.78,7.14,28.91,38170.4,0.808,0.786,0.94,0.639,11.231,7159.0,Diesel-electric,2008,SIMMAN,Measured,Parametric (NURBS),
BUL_0384,Bulk carrier,266.09,29.91,15.47,30.6,78231.7,0.706,0.776,0.891,0.737,7.468,310253.0,Gas Turbine,1990,DSYHS (Delft),Model tests,None,
CON_0385,Container,214.84,31.97,7.54,33.98,25914.7,0.556,0.563,0.924,0.897,11.057,43904.0,Diesel,2001,DSYHS (Delft),Measured,IGES,
CRU_0386,Cruise ship,278.93,26.25,8.1,23.88,24766.8,0.464,0.423,0.959,0.849,9.299,17442.0,Electric,2011,ShipD (MIT),Model tests,IGES,
FER_0387,Ferry,72.74,18.58,4.65,4.03,4145.9,0.733,0.783,0.922,0.729,10.666,6516.0,Hybrid,1974,DSYHS (Delft),Model tests,IGES,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [174127, 194857, 215586, 236316, 257045, 277775, 298504]}"
OFF_0388,Offshore supply,58.48,19.49,6.97,6.67,4082.5,0.571,0.528,1.0,0.807,6.272,5149.0,Diesel,1991,SIMMAN,Estimated,Parametric (NURBS),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [171465, 191877, 212289, 232702, 253114, 273527, 293940]}"
TAN_0389,Tanker,273.07,66.44,19.23,17.47,190282.1,0.606,0.57,0.953,0.756,7.877,202712.0,Diesel-electric,1982,ShipD (MIT),Design spec,Mesh available (OBJ),
OTH_0390,Other,86.78,22.49,16.17,20.37,18461.8,0.65,0.725,0.972,0.909,4.217,33961.0,Electric,1991,ShipD (MIT),Calculated from geometry,Mesh available (OBJ),
CRU_0391,Cruise ship,319.49,48.69,8.15,30.17,91282.4,0.8,0.769,0.937,0.896,9.336,8539.0,Diesel,2011,SIMMAN,Measured,Mesh available (OBJ),
CRU_0392,Cruise ship,297.27,27.22,7.43,20.75,31004.5,0.573,0.626,0.918,0.655,10.476,25445.0,Diesel,1976,SIMMAN,Measured,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [1302189, 1457211, 1612233, 1767256, 1922278, 2077301, 2232324]}"
CRU_0393,Cruise ship,163.25,30.11,7.84,32.54,25839.2,0.745,0.747,0.868,0.819,10.383,13039.0,Diesel-electric,2020,ShipD (MIT),Measured,Parametric (NURBS),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [1085246, 1214442, 1343638, 1472834, 1602030, 1731226, 1860422]}"
NAV_0394,Naval combatant,96.95,14.74,8.55,9.68,6575.9,0.598,0.569,0.887,0.786,13.547,12283.0,Hybrid,2010,SIMMAN,Design spec,Mesh available (OBJ),
OFF_0395,Offshore supply,55.65,12.1,6.7,8.53,2789.5,0.687,0.674,0.954,0.854,6.614,935.0,Electric,1979,Public spec,Measured,IGES,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [117158, 131106, 145054, 159001, 172948, 186896, 200844]}"
RO-_0396,RO-RO,125.89,19.49,8.46,13.96,13768.4,0.737,0.767,0.863,0.864,8.132,26289.0,Diesel-electric,2005,DSYHS (Delft),Model tests,STL,
BUL_0397,Bulk carrier,249.97,58.55,23.79,21.17,199300.7,0.636,0.667,0.881,0.617,5.434,68194.0,Nuclear,2024,SIMMAN,Design spec,Parametric (NURBS),
CON_0398,Container,116.21,33.3,8.89,17.78,21580.7,0.697,0.763,0.918,0.633,8.474,112098.0,Diesel,1980,SIMMAN,Measured,Mesh available (OBJ),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [906389, 1014292, 1122196, 1230099, 1338003, 1445906, 1553810]}"
BUL_0399,Bulk carrier,307.97,51.91,17.48,17.17,133296.7,0.53,0.568,0.899,0.849,5.983,48245.0,Nuclear,2017,DSYHS (Delft),Calculated from geometry,Parametric (NURBS),
BUL_0400,Bulk carrier,218.91,40.77,22.25,13.19,146731.0,0.821,0.83,0.908,0.644,6.996,256488.0,Diesel-electric,1987,Public spec,Design spec,Mesh available (OBJ),
OTH_0401,Other,36.7,11.14,17.26,15.38,3289.8,0.518,0.513,0.983,0.793,8.99,63818.0,Diesel-electric,2009,MARIN paper,Measured,Parametric (NURBS),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [138171, 154620, 171069, 187518, 203967, 220416, 236865]}"
BUL_0402,Bulk carrier,206.46,42.52,21.8,14.76,110059.9,0.639,0.649,0.852,0.737,7.389,106654.0,Hybrid,1997,DSYHS (Delft),Measured,Parametric (NURBS),
OTH_0403,Other,271.51,23.8,2.32,29.76,10024.9,0.743,0.759,0.914,0.726,9.114,69680.0,Nuclear,1976,SIMMAN,Design spec,Mesh available (OBJ),
FIS_0404,Fishing,63.95,13.7,3.33,3.31,1557.0,0.593,0.574,1.0,0.605,7.557,170.0,Hybrid,1999,Open dataset,Measured,Mesh available (OBJ),
OFF_0405,Offshore supply,82.46,13.94,5.81,5.92,4802.5,0.799,0.83,0.956,0.6,7.081,2432.0,Gas Turbine,2014,MARIN paper,Model tests,None,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [201705, 225717, 249729, 273742, 297754, 321767, 345780]}"
RO-_0406,RO-RO,202.93,29.96,8.06,13.75,23506.8,0.533,0.572,0.943,0.707,10.08,31854.0,Gas Turbine,2013,ShipD (MIT),Model tests,IGES,
NAV_0407,Naval combatant,141.19,12.41,6.2,14.48,7156.8,0.732,0.755,0.966,0.644,14.584,9015.0,Nuclear,2011,Open dataset,Measured,Parametric (NURBS),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [300585, 336369, 372153, 407937, 443721, 479505, 515289]}"
CRU_0408,Cruise ship,217.3,57.92,8.26,26.34,44162.4,0.472,0.47,0.918,0.76,10.967,16754.0,Electric,2004,MARIN paper,Estimated,IGES,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [1854820, 2075632, 2296444, 2517256, 2738068, 2958880, 3179692]}"
OTH_0409,Other,123.08,35.3,14.32,29.41,44963.8,0.803,0.777,0.983,0.628,6.527,17922.0,Diesel,1974,DSYHS (Delft),Estimated,Mesh available (OBJ),
TAN_0410,Tanker,259.12,62.0,16.85,25.68,138139.6,0.567,0.643,0.931,0.642,6.215,205298.0,Diesel,2011,Public spec,Design spec,Mesh available (OBJ),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [5801863, 6492561, 7183259, 7873957, 8564655, 9255353, 9946051]}"
CON_0411,Container,361.54,27.76,15.53,26.83,86271.0,0.615,0.61,0.947,0.704,10.978,142404.0,Hybrid,2023,SIMMAN,Calculated from geometry,None,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [3623382, 4054737, 4486092, 4917447, 5348801, 5780157, 6211512]}"
OTH_0412,Other,56.95,40.52,4.68,10.02,6259.5,0.644,0.72,0.965,0.615,6.295,45619.0,Hybrid,1980,DSYHS (Delft),Measured,None,
TAN_0413,Tanker,373.57,60.29,19.78,26.66,204883.5,0.511,0.492,0.856,0.701,5.535,124579.0,Diesel-electric,1981,MARIN paper,Model tests,None,
NAV_0414,Naval combatant,106.27,16.48,9.85,13.34,7747.2,0.499,0.452,0.99,0.846,17.737,14061.0,Diesel,1979,Open dataset,Measured,STL,
NAV_0415,Naval combatant,161.2,14.96,9.38,17.7,15309.5,0.752,0.831,0.95,0.856,16.609,13989.0,Electric,1991,ShipD (MIT),Calculated from geometry,Mesh available (OBJ),
TAN_0416,Tanker,302.72,25.61,8.42,25.44,31607.3,0.538,0.534,0.899,0.795,5.747,241630.0,Gas Turbine,2020,DSYHS (Delft),Model tests,Mesh available (OBJ),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [1327506, 1485543, 1643579, 1801616, 1959652, 2117689, 2275725]}"
FIS_0417,Fishing,70.21,13.48,5.81,7.86,3008.9,0.608,0.622,0.94,0.764,4.404,670.0,Diesel-electric,1995,Open dataset,Calculated from geometry,None,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [126373, 141418, 156462, 171507, 186551, 201596, 216640]}"
RO-_0418,RO-RO,145.92,21.69,6.76,17.78,15404.7,0.8,0.761,0.959,0.742,10.266,48613.0,Diesel-electric,1988,Open dataset,Calculated from geometry,IGES,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [646997, 724020, 801044, 878067, 955091, 1032114, 1109138]}"
TAN_0419,Tanker,340.52,48.7,10.44,17.58,131665.3,0.845,0.863,0.9,0.899,6.968,175339.0,Nuclear,1970,Open dataset,Estimated,IGES,
TAN_0420,Tanker,273.4,54.09,20.84,13.42,145340.6,0.524,0.524,0.933,0.614,7.695,377217.0,Nuclear,1989,MARIN paper,Calculated from geometry,Parametric (NURBS),
